"PartNumber","PartDescription","PartDetails","UOM","UPC","PartType","Active","ABCCode","Weight","WeightUOM","Width","Height","Length","SizeUOM","PrimaryTracking","AlertNote","PictureUrl","Tracks-Lot Number","Tracks-Serial Number","Tracks-Asset Tag","Tracks-Condtion","CF-MPN","CF-Max Spec Needed","CF-Integration Manual Needed","CF-CPU Type","CF-Processor","CF-CPU Base Frequency (GHz)","CF-Screen Size","CF-Display Type","CF-Display (Long Form)","CF-Screen Resolution","CF-Touchscreen?","CF-IPS?","CF-120Hz","CF-144Hz","CF-5ms Response Time","CF-3ms Response Time","CF-G-Sync","CF-Graphics Card","CF-VRAM (GB)","CF-VR Ready?","CF-RAM Size","CF-RAM Type","CF-RAM Speed (MHz)","CF-Max RAM Capability","CF-SSD","CF-SSD Type","CF-HDD","CF-HDD Speed (RPM)","CF-Optical Drive","CF-Operating System","CF-Wireless","CF-Wifi Brand","CF-Bluetooth","CF-USB Ports","CF-USB 3.1 Type C","CF-Video Ports","CF-Thunderbolt","CF-Audio Ports","CF-Card Reader","CF-Keyboard","CF-Backlit Keyboard","CF-Fingerprint Reader","CF-Webcam","CF-Battery","CF-Power Supply (W)","CF-Item Length (in)","CF-Item Width (in)","CF-Item Height (in)","CF-Item Weight (lb)"
"DT-HP-0085-CUK-001","HP  FACTORY RECERTIFIED Pavilion 570-P027C - Z5M18AAR#ABA - Intel Celeron G3930","Input: G3930
Output: i5-7400, 128GB M.2 NVMe 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","Z5M18AAR#ABA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-HP-0088","HP OMEN 870-130 GAMING PC - X6F55AA#ABA","HP OMEN 870-130 GAMING PC MT/500W INTEL:I7-6700/CI7-3.40G 8GB/1-DIMM 1TB/7200RPM+256GB/SSD DVDRW MR GBE 802.11AC+BT AMD-RADEONRX480/4GB W10H-64 1YR","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","X6F55AA#ABA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB-DE-0002","RECERTIFIED DELL LATITUDE 11-5175 BUSINESS TABLET - SAL51750968-BTB","RECERTIFIED DELL LATITUDE 11-5175 BUSINESS TABLET INTEL:M5-6Y57/CM5-1.10GULV 8GB/ONBOARD 256GB/SSD MR 802.11AC+BT WEBCAM INTEL-HD515/IGP 10.8FHD/TOUCH W10P-64 2-CELL 1.7LBS BLACK WARRANTY-EXP=04/28/18","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","SAL51750968-BTB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0469-B","HP OMEN 17 Z8W54AV - i7-7700HQ, GTX 1060 6GB, 16GB, UHD, 2TB + 128GB SSD - USED VERY GOOD","Windows 10 Home 64
Intel® Core™ i7-7700HQ (2.8 GHz, up to 3.8 GHz, 6 MB cache, 4 cores) + NVIDIA® GeForce® GTX 1060 (6 GB GDDR5 dedicated)
16 GB DDR4-2400 SDRAM (2 x 8 GB)
17.3"" diagonal UHD IPS UWVA anti-glare WLED-backlit (3840 x 2160)
2TB 5400 rpm SATA+ 128GB M.2 SSD
6-cell 95.8 WHr Lithium-ion Battery
No DVD or CD Drive
Full-size island-style backlit keyboard
HP Wide Vision HD Webcam with Dual Digital Microphone
Intel® 802.11ac (2x2) Wi-Fi® and Bluetooth® 4.2 Combo
Up to 5 hours and 15 minutes Battery Life
3 USB 3.1 Gen 1 (Data transfer only); 1 Mini DisplayPort; 1 HDMI; 1 RJ-45; 1 headphone/microphone combo
230 W AC power adapter
16.03 x 10.98 x 1.29 in
7.39 lb","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","Z8W54AV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-CC-0037-D","NZXT S340 Elite Mid-Tower Case Black - Acceptable",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","S340W-B3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-CC-0036-D","NZXT S340 Elite Mid-Tower Case Black USED ACCEPTABLE",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","S340W-B3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0485-CUK-005","HP OMEN 17t Z8W54AV - i7-7700HQ, GTX 1070 8GB, 32GB, FHD, 512GB NVMe SSD","Inputs: 2x16GB DDR4-2400
Outputs: 2x8GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","Z8W54AV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB-LE-0008","Lenovo ThinkPad X1 Tablet 20GG001NUS","Processor	Core m7-6Y75 (2C, 1.2 / 3.1GHz, 4MB)			
vPro	vPro			
Graphics	Integrated Intel HD Graphics 515			
Memory	8GB Soldered			
Display	12"" FHD+ (2160x1440) IPS			
Multi-touch	10-point Multi-touch			
Storage	256GB SSD M.2 SATA3 Opal2			
Optical	None			
WLAN + Bluetooth	Intel 8260 ac, 2x2 + BT4.1			
WWAN	None			
SIM Card	None			
Dock	None			
Monitor Cable	None			
Camera	Front 2.0MP / Rear 8.0MP			
Keyboard Docking	Black Pogo Keyboard			
Pen	ThinkPad Pen Pro			
Fingerprint Reader	Fingerprint Reader			
NFC	None			
Module	None			
Battery	2-cell (37Wh)			
Power Adapter	45W			
Operating System	Windows 10 Pro 64			
Warranty	1-year, Depot","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20GG001NUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-GPU-084","MSI GeForce GTX 1070 ARMOR 8G OC",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","GTX 1070 ARMOR 8G OC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0530","HP Pavilion x360 Convertible 15-bk193ms","Display	
15.6 in diagonal Full HD IPS UWVA WLED-backlit edge-to-edge glass touchscreen (1920 x 1080), 10-finger multi-touch support
 Processor	
Intel Core i5-7200U 2.50 GHz with Turbo Boost Technology up to 3.10 GHz
 Memory	
8GB DDR3 1600 MHz
 Hard drive size	
1TB 5400 RPM HDD
 Operating system	
Windows 10 Home, 64-bit
 PC type	
2 in 1
 Optical drive	
None
 Media drive	
SD card reader
 Audio	
B&O PLAY, dual speakers
 Video	
Intel HD Graphics 620 with shared graphics memory
 Ports	
2 USB 3.0 • 1 USB 2.0 • HDMI • Headphone output/Microphone input combo • LAN (10/100)
 Battery	
3-cell lithium-ion, 48WHr (up to 8 hours)*
 Camera	
HP Wide Vision HD webcam
 Wireless	
802.11ac (Miracast enabled)
 Bluetooth	
Bluetooth 4.0
 Dimensions	
15.04 x 9.84 x 0.94 in (382.01 x 249.93 x 23.87 mm)
 Weight	
4.60 lbs (2.08 kg)
 Color	
Silver
 Other	
Model number: Pavilion x360 Convertible 15-bk193ms • TPM 2.0 • Touchpad dimensions: 117 x 67 mm • Security lock slot","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","15-bk193ms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-GPU-085","MSI Raedon RX 570 ARMOR 4G OC (RX 570 ARMOR 4G OC)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","RX 570 ARMOR 4G OC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-GPU-086","PNY GeForce GTX 1070 8GB OC (VCGGTX10708XGPB-OC )",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","VCGGTX10708XGPB-OC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-GPU-087","PNY GeForce GTX 1070 Founders Edition 8GB (VCGGTX10708PB-CG)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","VCGGTX10708PB-CG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-CL-0001-CUK-001","Sager Clevo NP7850/N850HP6 15.6"" Gamer VR Ready Notebook (Intel i7-7700HQ, 12GB RAM, 1TB SSHD, NVIDIA GTX 1060 6GB) - Windows 10 Gaming Laptop Computer","Input: 1x4GB DDR4-2400 + 1x8GB DDR4-2400 + 1TB@5400 SSHD + W10H
Output: -","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","NP7850/N850HP6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-CL-0001-CUK-002","Sager Clevo NP7850/N850HP6 15.6"" Gamer VR Ready Notebook (Intel i7-7700HQ, 16GB RAM, 128GB SSD + 1TB HDD, NVIDIA GTX 1060 6GB) - Windows 10 Gaming Laptop Computer","Input: 2x8GB DDR4-2400 + 128GB M.2 SATA 2280 + 1TB@5400 9.5mm + W10H
Output: -","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","NP7850/N850HP6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-CL-0001-CUK-003","Sager Clevo NP7850/N850HP6 15.6"" Gamer VR Ready Notebook (Intel i7-7700HQ, 16GB RAM, 256GB SSD + 1TB HDD, NVIDIA GTX 1060 6GB) - Windows 10 Gaming Laptop Computer","Input: 2x8GB DDR4-2400 + 256GB M.2 NVMe 2280 + 1TB@5400 9.5mm + W10H
Output: -","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","NP7850/N850HP6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-CL-0001-CUK-004","Sager Clevo NP7850/N850HP6 15.6"" Gamer VR Ready Notebook (Intel i7-7700HQ, 32GB RAM, 512GB SSD + 1TB HDD, NVIDIA GTX 1060 6GB) - Windows 10 Gaming Laptop Computer","Input: 2x16GB DDR4-2400 + 512GB M.2 NVMe 2280 + 1TB@5400 9.5mm + W10H
Output: -","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","NP7850/N850HP6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-GPU-089","EVGA GeForce GTX 1080 8G Dual Fan (08G-P4-6583-KR)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","08G-P4-6583-KR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-GPU-090","Gigabyte GeForce GTX 1080 8G Triple Fan (N1080XTREME-8GD-PPR2)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","N1080XTREME-8GD-PPR2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-GPU-091","PNY GeForce GTX 1080 8GB Triple Fan (VCGGTX10808XGPB-OC)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","VCGGTX10808XGPB-OC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-GPU-092","GIGABYTE GeForce GTX 1080 8G (GV-N1080AORUS X-8GD)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","GV-N1080AORUS X-8GD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-GPU-093","ASUS GeForce GTX 1060 6G Triple Fan (STRIX-GTX1060-O6G-GAMING)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","STRIX-GTX1060-O6G-GAMING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-HP-0089","HP OMEN 870-131 GAMING PC - X6G11AA#ABA","HP OMEN 870-131 GAMING PC MT/500W INTEL:I7-6700/CI7-3.40G 16GB/2-DIMM 1TB/7200RPM+256GB/SSD DVDRW MR GBE 802.11AC+BT AMD-RADEONRX480/4GB W10H-64 1YR
","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","X6G11AA#ABA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-GPU-094","Generic  OEM AMD Radeon RX 480 GDDR5 4GB",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","909603-001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-CC-0023-UF","Soeyi Desktop Case S902A - White",,"ea","787468136846","Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0241-CUK-008-UF","MSI GE62VR Apache Pro-606 i7-7700HQ, 16GB RAM, 256GB PCIe SSD + 1TB HDD, GTX 1060 6GB, Killer 1535 AC Wifi, 15.6"" Full HD, Win10","Input: 256GB M.2 NVMe 2280, Killer 1535ac Wifi
Output: Intel 3168ac Wifi","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","Apache Pro-606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0166-CUK-002-UF","Asus E402SA-DB02-BL 14"" Student Laptop (Intel Celeron N3060, 4GB RAM, 1TB SSHD, Windows 10) Cheap College Notebook Computer","Inputs: 1TB@5400 SSHD
Outputs: None","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0149-B-UF","ASUS GL553VD-DS71 - i7-7700HQ, 16GB RAM, 1TB HDD, GTX 1050 4GB, 15.6"" Full HD, Windows 10 VERY GOOD","15.6"" Full HD Matt Display (1920 x 1080)
Intel Core i7-7700HQ Quad Core Processor (6MB Cache, 2.8GHz-3.8GHz) 45W
NVIDIA GeForce GTX 1050 4GB GDDR5
16GB DDR4 2400MHz
1TB 7200RPM Hard Disk Drive
SuperMulti 8X DVD+/-R/RW Dual Layer
1 x USB 3.1 Type C, 2 x USB 3.0, 1 x USB 2.0, 1 x RJ-45, 1 x Headphone-Out/Audio-In Combo Jack, 1 x Card Read (SD, MMC)
HD Web Camera
RGB Illuminated Chiclet Backlit Keyboard
Windows 10 x64 bit
802.11 AC + Bluetooth 4.0
4-Cell Lithium-Ion Battery (48WHrs)
15.1"" x 10"" x 1.2""
5.5 lbs","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GL553VD-DS71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0251-CUK-002-UF","MSI GE62VR Apache Pro-650 i7-6700HQ 16GB RAM 256GB NVMe SSD + 1TB HDD 15.6"" Full HD GTX 1060 3GB Windows 10","Inputs: 256GB M.2 NVMe 2280
Outputs: None","ea","824142144121","Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","Apache Pro-650",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,,,"1",,,,,,,,
"AC-GPU-056-UF","Gigabyte GTX 960 GV-960OC-4GD",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","GV-960OC-4GD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-CPU-0014","ZALMAN EXW CPU Cooler",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","EXW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSD-0039-SSDSC2BF180A4L-UF","180GB 7mm 2.5"" SSD",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","MZVPV256HDGL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HDD-0010-WD5000LPCX-UF","500GB 5400rpm HDD 2.5"" 7mm",,"ea",,"Inventory","true","A","1","lbs","0","0","0","ft",,,,"true","false","false","false","WD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0428-UF","HP Pavilion 15 - W0P57AV - White, Win 10, i7-7500U, 940MX 2GB, 8GB, 1TB, FHD, Non-Touch, Backlit Keyboard, BT","Win10 Home, i7-7500U + 940MX 2GB, 8GB, 1TB, FHD (1920x1080) Non-Touch, White, Backlit Keyboard, BT

Windows 10 Home 64
Intel® Core™ i7-7500U (2.7 GHz, up to 3.5 GHz, 4 MB cache, 2 cores) + NVIDIA® GeForce® 940MX (2GB DDR3 dedicated)
8GB DDR4-2133 SDRAM (1 x 8GB)
15.6"" diagonal FHD IPS UWVA BrightView WLED-backlit (1920 x 1080)
1TB 5400 rpm SATA
2-cell 41 WHr Lithium-ion Battery
SuperMulti DVD burner
Full-size island-style backlit keyboard
HP Wide Vision HD Webcam with Dual Digital Microphone (Blizzard White)
802.11b/g/n (1x1) and Bluetooth® 4.0 combo","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","W0P57AV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-LE-0144-CUK-004-UF","Lenovo ThinkCentre M700 Tiny 10HYS0NF00 - i3-6100T, 8GB RAM, 128GB SSD + 500GB HDD, Windows 10","Inputs: 1x8GB DDR4 Laptop RAM, 128GB M.2 SATA 2280
Outputs: 1x4 DDR4 Laptop RAM","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","10HYS0NF00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0155-CUK-003-UF","Asus FX502VM-AS73 i7-7700HQ, 24GB RAM, 256GB NVMe SSD + 1TB HDD, GTX 1060 3GB, Full HD, Windows 10","Inputs: 1x16GB DDR4 2400MHz, 256GB Intel 600p M.2 NVMe 2280
Outputs: 1x8GB DDR 2400MHz, 128GB M.2 SATA 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","FX502VM-AS73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-LE-0144-CUK-021-UF","Lenovo ThinkCentre M700 Tiny 10HYS0NF00 - i5-6400T, 16GB RAM, 250GB SSD + 1TB SSHD, Windows 10","Inputs: i5-6400T, 2x8GB DDR4-2400, 250GB M.2 SATA 2280, 1TB@5400 SSHD
Outputs: i3-6100T, 1x4GB DDR4-2400, 500GB@7200","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","10HYS0NF00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0160-CUK-004-UF","ASUS GL702VS-RS71 i7 7700HQ, 16GB RAM, 128GB SSD + 1TB HDD, GTX 1070 8GB, 17.3"" Full HD, Windows 10","Input: 128GB M.2 SATA 2280
Output: None","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0236-CUK-005-UF","MSI GL62M 7RE-623 - i7-7700HQ, 12GB RAM, 128GB SSD + 1TB HDD, GTX 1050Ti, Windows 10","Input: 1x8GB DDR4-2400 + 1x4GB DDR4-2400 + 128GB M.2 SATA 2280
Ouput: 1x8GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GL62M 7RE-623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0165-CUK-002-UF","Asus F556UA-AB32 i3-6100U, 12GB RAM, 250GB SSD, 15.6"" Full HD, Windows 10","Inputs: 1x8GB DDR4-2400, 250GB 7mm SSD
Outputs: 1TB@5400 9.5mm","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB-LE-0009","Lenovo Yoga Book ZA0V0224US","Lenovo YOGA BOOK Atom™ X5-z8550 1.44GHz 64GB eMMC 4GB 10.1"" (1920x1200) TOUCHSCREEN BT Android 6.0 (Marshmallow) 2 Webcams CARBON BLACK
","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","ZA0V0224US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-CC-0058","Aigo Crystal (w/ 5 RGB Fans)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","ACRYSTAL5FRGB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-CC-0059","Aigo Atlantis (w/ 3 LED Fans)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","AGOATL3FLED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-CC-0060","Aigo Water Square",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","AGOWATERSQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-IN-0011-B","Intel NUC NUC7i7BNH i7-7567U USED VERY GOOD",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","BOXNUC7I7BNH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-DT-0002","mSATA to M.2 B-Key Adapter Card",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","NFHK N-MANG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0480-0B","HP OMEN 15t X7R21AV - i7-7700HQ, GTX 1050 TI 4GB, 8GB, 1TB, UHD USED OPEN BOX","USED OPEN BOX
Windows 10 Home 64
Intel® Core™ i7-7700HQ (2.8 GHz, up to 3.8 GHz, 6 MB cache, 4 cores) + NVIDIA® GeForce® GTX 1050 Ti (4 GB GDDR5 dedicated)
15.6"" diagonal UHD IPS UWVA anti-glare WLED-backlit (3840 x 2160)
8 GB DDR4-2400 SDRAM (1 x 8 GB)
1TB 7200 rpm SATA
4-cell, 63.3 Whr Lithium-ion polymer Battery
Full-size island-style backlit keyboard
HP Wide Vision HD Webcam with Dual Digital Microphone
Intel® 802.11ac (2x2) Wi-Fi® and Bluetooth® 4.2 Combo
Bang & Olufsen; Dual speakers; HP Audio Boost
Integrated 10/100/1000 Gigabit Ethernet LAN
1 multi-format SD media card reader
2 USB 3.1 Gen 1 (Data transfer only); 1 USB 2.0; 1 HDMI; 1 RJ-45; 1 headphone/microphone combo
150 W AC power adapter
15.06 x 9.94 x 0.96 in
4.85 lb","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","X7R21AV",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","15.6""","4K UHD","15.6"" diagonal 4K UHD IPS UWVA anti-glare WLED-backlit (3840 x 2160)","3840 x 2160",,"1",,,,,,"NVIDIA Geforce GTX 1050 Ti","4",,"8GB","DDR4","2400",,,,"1TB","7200",,"Windows 10 Home","802.11 AC","Intel","Bluetooth 4.2","2x USB 3.1 Gen 1, 1x USB 2.0",,"1x HDMI",,"1x Headphone/Microphone Combo","Multi-Format SD Card Reader","Full-size island-style backlit keyboard","1",,"HP Wide Vision HD Webcam with Dual Digital Microphone","4-Cell, 63.3 Wh Lithium-Ion Battery",,"15.06","9.94","0.96","4.85"
"LT-HP-0521-CUK-002","HP Envy Touch 13t x360 Convertible Ultrabook 7th Gen Intel i7 up to 3.5 GHz 16GB 512GB SSD 13.3"" QHD+ B&O AUDIO WebCam WiFi (Certified Refurbished)","Input: 512GB M.2 NVMe 2280
Output: 1TB M.2 NVMe 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","W8Q33AAR#WP12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-CPU-0059","Intel i5-2500 Desktop CPU",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","i5-2500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-HP-0089-CUK-001","CUK HP OMEN 870-131 X6G11AA#ABA VR Ready Gaming PC - (Intel i7-7700K, 16GB RAM, 256GB SSD + 2TB HDD, NVIDIA GTX 1080 8GB) - Windows 10 Home, 802.11 AC + Bluetooth 4.2, Desktop Computer","Input: i7-7700K + 2TB@7200 DT + GTX 1080
Output: i7-6700 + 1TB@7200 DT + HP RX480","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","X6G11AA#ABA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-HP-0089-CUK-002","CUK HP OMEN 870-131 X6G11AA#ABA VR Ready Gaming PC - (Intel i7-7700K, 32GB RAM, 256GB SSD + 2TB HDD, NVIDIA GTX 1080 11GB Ti) - Windows 10 Home, 802.11 AC + Bluetooth 4.2, Desktop Computer","Input: i7-7700K + 2x16GB DDR4-2400 DT, 2TB@7200 DT + GTX 1080 Ti
Output: i7-6700 + 2x8GB DDR4-2133 DT, 1TB@7200 DT + HP RX480","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","X6G11AA#ABA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-LE-0152","P51 20HH000JUS",,"ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","10J0S4AL00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
